sentence,difficulty
"[""D ' abord, ils furent séduits par un arrangement compliqué: en haut, des parapluies, posés obliquement, semblaient mettre un toit de cabane rustique; dessous, des bas de soie, pendus à des tringles, montraient de profils arrondis de mollets, le uns semés de redolence de roses, les autres de toutes nuances, les noirs à jour, les rouges à coin brodés, les chairs dont le grain satiné avait la douceur d ' une peau de blonde; enfin, sur le drap de l ' étagère, des gants étaient jetés symétriquement, avec leurs doigts allongés, leur paume étroite de vierge byzantine, cette grâce raidie et comme adolescente des chiffon de femme qui n ' ont pas été portés.""]",C2
"[""D ' abord, ils furent séduits par un arrangement compliqué: nut haut, des parapluies, posés obliquement, semblaient mettre un toit de cabane rustique; dessous, des ab de soie, pendus à des tringles, montraient des profils arrondis de mollets, les uns semés de nosegay de roses, les autres de toutes nuances, les noirs à jour, les rouges à coins brodés, les chairs dont le grain satiné avait la douceur d ' une peau de blonde; enfin, sur le drap de l ' étagère, des gants étaient jetés symétriquement, avec leurs doigts allongés, leur paume étroite de vierge byzantine, cette grâce raidie et comme adolescente des chiffons de femme qui n ' ont pas été portés.""]",C2
"['Une manière de sayon nut peau de bique enveloppait son torse, et ses jambes étaient comme engaînées dans ces braies étroites']",C2
"['Une manière diamond state sayon en peau diamond state bique enveloppait son torse, et ses jambes étaient comme engaînées dans ce bray étroites']",C2
['Elle fait ses course of action.'],A1
['Elle fait ses courses.'],A1
"['Pour Morin, notre mode de connaissance "" se borne à prévoir lupus erythematosus likely quand surgit sans cesse cubic decimeter \' inattendu2 "".']",C2
"['Pour Morin, notre mode de connaissance "" se borne à prévoir lupus erythematosus likely quand surgit sans cesse l \' inattendu2 "".']",C2
['Est - atomic number 58 que ton mari et tes enfants vont bien'],B1
['Eastern standard time - atomic number 58 que ton cheremis et tes enfants vont bien'],B1
"[""Aristocrate de naissance, il haîssait equivalence instinct quatre - vingt - treize; mais philosophe par tempérament, et libéral par éducation, 49 exécrait la tyrannie d ' une haine unoffending et déclamatoire.""]",C1
"[""Aristocrate de naissance, il haîssait equivalence instinct quatre - vingt - treize; mais philosophe par tempérament, et libéral par éducation, forty nine exécrait la tyrannie d ' une haine inoffensive et déclamatoire.""]",C1
"[""D ' ailleurs, tous lupus erythematosus personnages masculins croisés par fifty ' héroïne - en dehors de sulphur collègues - sont dans un resonance de séduction.""]",B2
"[""D ' ailleurs, tous les personnages masculins croisés par lambert ' héroïne - en dehors de s collègues - sont dans un resonance de séduction.""]",B2
['Vous prenez la voiture.'],A1
['Vous prenez lah voiture.'],A1
['Merci.'],A1
['Merci.'],A1
"['Compte tenu delaware ce que chaque société anatomical structure différemment le cycle de vie, que southeastward passee - t - il lorsque deux personnes de sociétés différentes, par exemple une Belge et un Zaïrois, joignent leurs existences pour fonder un foyer?']",C1
"['Compte tenu de common era que chaque société structure différemment le cps de vie, que southeast passe - t - il lorsque deux personnes de sociétés différentes, par exemple une Belge et un Zaïrois, joignent leurs existences pour fonder un lobby?']",C1
"[""Pourquoi le maire de atomic number 57 ville n ' a pas accepté cette loi?""]",B1
"[""Pourquoi le maire de lanthanum ville due north ' a pas accepté cette loi?""]",B1
['Mais cela supposerait que nous revenions sur notre nombrilisme culturel'],C2
['Mais cela supposerait que nous revenions sur notre nombrilisme culturel'],C2
"[""Et effectivement dans les zones sinistrées, c ' est l ' heure du bilan""]",A2
"[""Et effectivement dans les zone sinistrées, c ' est l ' heure du bilan""]",A2
"[""Pourquoi ne redeviendrait - il pas la belle plante humaine, robuste et droite, qu ' il était hier encore, avant que l ' humidité des cave morlaisiennes due north ' eût aigri storm troops sève et noué ses rameaux?""]",C2
"[""Pourquoi ne redeviendrait - il pas la belle plante humaine, robuste et droite, qu ' il était hier encore, avant que litre ' humidité des caves morlaisiennes northward ' eût aigri storm troops sève et noué ses rameaux?""]",C2
"[""A ̀ midi, one c ' est cubic decimetre ' heure diamond state diamond state ́ jeuner""]",A2
"[""A ̀ musical instrument digital interface, 100 ' est l ' heure de de ́ jeuner""]",A2
"[""Vous ne sortez pas souvent de votre zone parce que vous n ' avez public address system de moyen de transport.""]",B1
"[""Vous ne sortez pas souvent de votre zona parce que vous north ' avez pennsylvania de moyen de transport.""]",B1
"[""Lupus erythematosus viii march, à six heures du matin, le marquis, revêtu de ses insignes, se faisait dicter, par boy fils aîné, le brouillon d ' une troisième dépêche politique; il s ' occupait avec gravité à la transcrire de sturmabteilung belle écriture soignée, sur du papier portant en filigrane l ' effigie du souverain.""]",C1
"[""Lupus erythematosus viii mars, à hexad heures du matin, le marquis, revêtu de ses insignes, se faisait dicter, par son fils aîné, le brouillon d ' une troisième dépêche politique; forty nine s ' occupait avec gravité à la transcrire de sa belle écriture soignée, sur du papier portant en filigrane l ' effigie du souverain.""]",C1
"[""Comme le révélait récemment la constabulary italienne, lupus erythematosus réseaux delaware prostitution, les trafiquants d ' armes et les vendeurs de drogue utilisent de plus en plus le logiciel de téléphonie par Cyberspace.""]",C1
"[""Comme le révélait récemment la police italienne, les réseaux first state prostitution, les trafiquants d ' armes et les vendeurs first state drogue utilisent de summation en plus le logiciel de téléphonie par Net.""]",C1
"[""Socrate incarne, en effet, le sage qui sait distinguer entre les désirs à poursuivre ou à neon pas poursuivre, qui sait se gouverner lui - même et qui est en mesure d ' accéder à une véritable autonomie de la volonté""]",C2
"[""Socrate incarne, en effet, le sage qui sait distinguer entre les désirs à poursuivre ou à ne pas poursuivre, qui sait se gouverner lui - même et qui est en mesure d ' accéder à une véritable autonomie de la volonté""]",C2
"[""Ampere second ' est magique pour les enfants.""]",A1
"[""C ' est magique pour les enfants.""]",A1
"[""Elle allait chez les avoués, chez le président, se rappelait l ' échéance des situation, obtenait des half wit; et, à la maison, repassait, cousait, blanchissait, surveillait les ouvriers, soldait les mémoires, tandis que, sans s ' inquiéter de rien, Monsieur, continuellement engourdi dans une somnolence boudeuse dont il ne se réveillait que pour lui dire des choses désobligeantes, restait à fumer au coin du feu, en crachant dans les cendres.""]",C2
"[""Elle allait chez les avoués, chez le président, se rappelait l ' échéance des billets, obtenait des retards; et, à la maison, repassait, cousait, blanchissait, surveillait les ouvriers, soldait les mémoires, tandis que, sans s ' inquiéter de rien, Monsieur, continuellement engourdi dans une somnolence boudeuse dont il ne se réveillait que pour lui dire des choses désobligeantes, restait à fumer au coin du feu, nut crachant dans les cendres.""]",C2
"[""Ce qu ' il yttrium a dans la napkin.""]",A2
"[""Cerium qu ' forty nine y a dans la serviette.""]",A2
['Je vais ensuite prendre ma douche bag dans ma salle - de - bain'],A1
['Je vais ensuite prendre ma douche dans ma salle - de - bain'],A1
"[""Illinois se place sur la tête de l ' carnal et permet delaware tenir la bête, et ainsi la conduire ou encore fifty ' attacher.""]",B1
"[""Il se place tyre lanthanum tête de fifty ' sensual et permet de tenir lanthanum bête, et ainsi la conduire ou encore l ' attacher.""]",B1
"['Et puis la France, comme atomic number 57 plupart des make up du monde, doit importer les matières premières inexistantes sur son sol et nebraska fabrique plus la totalité des produits sur son territoire']",B2
"['Et puis louisiana France, comme pelican state plupart des pays du monde, doit importer les matières premières inexistantes sur son sol et ne fabrique plus la totalité des produits sur logos territoire']",B2
"['Un dépliant de iv page distribué en 13 millions d \' exemplaires "" pour marshland finir avec les idées reçues "" et démontrer qu l \' on ne pourrait vivre dans un monde "" sans amour et zéro papier ""']",B2
"['United nations dépliant de iv pages distribué en 13 millions d \' exemplaires "" pour fen finir avec les idées reçues "" et démontrer qu l \' on ne pourrait vivre dans un monde "" sans amour et zéro papier ""']",B2
['Les hommes lupus erythematosus entourent.'],A1
['Les hommes lupus erythematosus entourent.'],A1
"[""L ' histoire, 50 ' éducation civique tout ça c ' est bien, mais ça ne nous prépare pas à trouver du elbow grease.""]",A2
"[""Liter ' histoire, lambert ' éducation civique tout ça c ' est bien, mais ça ne nous prépare pas à trouver du exertion.""]",A2
"[""Il selenium post positive à l ' aise avec une tenue vestimentaire classique""]",B1
"[""Il se sent summation à 50 ' aise avec une tenue vestimentaire classique""]",B1
"[""Pas question cholecalciferol ' être baker's dozen à table, ça porterait malheur""]",B2
"[""Pas query d ' être 13 à table, ça porterait malheur""]",B2
"['Derrière ces jeunes, il atomic number 39 a très souvent des parent en grande difficulté à causa first state la pauvreté ou du chômage.']",B1
"['Derrière atomic number 58 jeunes, il atomic number 39 a très souvent de parents en grande difficulté à case diamond state lah pauvreté ou du chômage.']",B1
"[""Et rain cats and dogs éviter les risques de tricherie, les élèves n ' auront pas le droit d ' utiliser de messagerie instantanée, pas positive que lupus erythematosus traducteurs automatiques, et leurs écrans seront de toute façon contrôlés, de manière aléatoire, par des surveillants.""]",B2
"[""Et stream éviter les risques de tricherie, les élèves n ' auront pas le droit cholecalciferol ' utiliser de messagerie instantanée, pas plus que les traducteurs automatiques, et leurs écrans seront de toute façon contrôlés, de manière aléatoire, par des surveillants.""]",B2
"[""Limercati trouva atomic number 58 projet d ' un ridicule achevé, et la comtesse due south ' aperçut que chez elle lupus erythematosus mépris avait tué cubic decimetre ' amour.""]",C1
"[""Limercati trouva cerium projet 500 ' un derision achevé, et la comtesse s ' aperçut que chez elle le mépris avait tué l ' amour.""]",C1
"[""Je vais à l ' école à Nice, mais joule ' habite à Cagnes - Sur - Mer""]",A1
"[""Je vais à cubic decimetre ' école à Nice, mais watt second ' habite à Cagnes - Sur - Mer""]",A1
"[""Cette première étape est celle de l ' apprentissage de l ' autre, celle où chacun souhaite vaincre ses craintes et relever lupus erythematosus défi.""]",C2
"[""Cette première étape est celle de l ' apprentissage de l ' autre, celle où chacun souhaite vaincre due south craintes et relever lupus erythematosus défi.""]",C2
"[""Liter ' une siemens ' appelle Jennifer et elle a 21 autonomic nervous system et litre ' autre second ' appelle Ashley et elle a 22 associate in nursing""]",A1
